world_cup_year,home_team,away_team,home_goals,away_goals,match_outcome,goal_diff,home_host_advantage,home_strength,away_strength,stage,home_recent_form,away_recent_form,home_h2h,away_h2h
1994,Sweden,Russia,3,1,H,2,0,0.34375,0.46875,1,0.16666666666666666,0.3333333333333333,1,0
1994,Argentina,Nigeria,2,1,H,1,0,0.5102040816326531,1.0,1,0.5,0.6666666666666666,0,0
1994,Belgium,Netherlands,1,0,H,1,0,0.3076923076923077,0.4285714285714285,1,0.3333333333333333,0.5,0,0
1994,Saudi Arabia,Morocco,2,1,H,1,0,0.0,0.125,1,0.3333333333333333,0.3333333333333333,0,0
1994,Bulgaria,Greece,4,0,H,4,0,0.0,0.0,2,0.0,0.3333333333333333,0,0
1994,Switzerland,Colombia,0,2,A,-2,0,0.3,0.1111111111111111,1,0.5,0.0,0,0
1994,United States,Romania,0,1,A,-1,0,0.3333333333333333,0.2857142857142857,1,0.5,0.5,0,0
1994,Bolivia,Spain,1,3,A,-2,0,0.0,0.3823529411764705,1,0.16666666666666666,0.3333333333333333,0,0
1994,Germany,South Korea,3,2,H,1,0,0.5714285714285714,0.0,1,0.8333333333333334,0.3333333333333333,0,0
1994,Brazil,Sweden,1,1,D,0,0,0.6764705882352942,0.3636363636363636,1,0.6666666666666666,0.5,3,1
1994,Republic of Ireland,Norway,0,0,D,0,0,0.1428571428571428,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0,0
1994,Italy,Mexico,1,1,D,0,0,0.5714285714285714,0.2258064516129032,1,0.6666666666666666,0.5,0,1
1994,Russia,Cameroon,6,1,H,5,0,0.4545454545454545,0.3,2,0.3333333333333333,0.16666666666666666,0,1
1994,Belgium,Saudi Arabia,0,1,A,-1,0,0.3333333333333333,0.5,1,0.6666666666666666,0.5,0,0
1994,Morocco,Netherlands,1,2,A,-1,0,0.1111111111111111,0.4090909090909091,1,0.0,0.3333333333333333,0,0
1994,Argentina,Bulgaria,0,2,A,-2,0,0.52,0.0555555555555555,1,0.6666666666666666,0.3333333333333333,2,0
1994,Greece,Nigeria,0,2,A,-2,0,0.0,0.5,1,0.16666666666666666,0.5,0,0
1994,Germany,Belgium,3,2,H,1,0,0.5774647887323944,0.3214285714285714,1,0.8333333333333334,0.6666666666666666,0,1
1994,Spain,Switzerland,3,0,H,3,0,0.4,0.2857142857142857,1,0.6666666666666666,0.5,1,0
1994,Romania,Argentina,3,2,H,1,0,0.3333333333333333,0.5098039215686274,1,0.6666666666666666,0.6666666666666666,0,0
1994,Saudi Arabia,Sweden,1,3,A,-2,0,0.6666666666666666,0.3529411764705882,1,0.6666666666666666,0.6666666666666666,0,0
1994,Netherlands,Republic of Ireland,2,0,H,2,0,0.4347826086956521,0.125,1,0.6666666666666666,0.5,0,0
1994,United States,Brazil,0,1,A,-1,0,0.3076923076923077,0.6666666666666666,1,0.5,0.8333333333333334,0,0
1994,Mexico,Bulgaria,1,1,D,0,0,0.21875,0.1052631578947368,1,0.5,0.6666666666666666,1,0
1994,Nigeria,Italy,1,2,A,-1,0,0.6666666666666666,0.5614035087719298,1,0.6666666666666666,0.5,0,0
1994,Italy,Spain,2,1,H,1,0,0.5689655172413793,0.4166666666666667,1,0.8333333333333334,0.8333333333333334,1,0
1994,Netherlands,Brazil,2,3,A,-1,0,0.4583333333333333,0.6714285714285714,1,0.6666666666666666,0.8333333333333334,1,0
1994,Bulgaria,Germany,2,1,H,1,0,0.1,0.5833333333333334,1,0.8333333333333334,0.8333333333333334,0,1
1994,Romania,Sweden,2,2,D,0,0,0.375,0.3714285714285714,1,0.6666666666666666,0.8333333333333334,0,0
1994,Bulgaria,Italy,1,2,A,-1,0,0.1428571428571428,0.576271186440678,1,0.8333333333333334,0.8333333333333334,0,0
1994,Sweden,Brazil,0,1,A,-1,0,0.3611111111111111,0.676056338028169,1,0.6666666666666666,0.8333333333333334,3,1
1994,Sweden,Bulgaria,4,0,H,4,0,0.3513513513513513,0.1363636363636363,2,0.5,0.5,0,0
1994,Brazil,Italy,0,0,D,0,0,0.6805555555555556,0.5833333333333334,1,1.0,1.0,3,1
1998,Brazil,Scotland,2,1,H,1,0,0.6712328767123288,0.2,1,0.8333333333333334,0.3333333333333333,2,0
1998,Morocco,Norway,2,2,D,0,0,0.1,0.25,1,0.0,0.5,0,0
1998,Cameroon,Austria,1,1,D,0,0,0.2727272727272727,0.4615384615384615,1,0.16666666666666666,0.3333333333333333,0,0
1998,Italy,Chile,2,2,D,0,0,0.5737704918032787,0.3333333333333333,1,0.8333333333333334,0.0,1,1
1998,France,South Africa,3,0,H,3,1,0.4411764705882353,0.5,1,0.5,0.5,0,0
1998,Paraguay,Bulgaria,0,0,D,0,0,0.2727272727272727,0.1304347826086956,1,0.3333333333333333,0.3333333333333333,0,0
1998,Saudi Arabia,Denmark,0,1,A,-1,0,0.5,0.75,1,0.6666666666666666,0.6666666666666666,0,0
1998,South Korea,Mexico,1,3,A,-2,0,0.0,0.2121212121212121,1,0.3333333333333333,0.6666666666666666,0,0
1998,Netherlands,Belgium,0,0,D,0,0,0.44,0.3103448275862069,1,0.6666666666666666,0.3333333333333333,1,0
1998,Spain,Nigeria,2,3,A,-1,0,0.4054054054054054,0.5,1,0.6666666666666666,0.3333333333333333,0,0
1998,Argentina,Japan,1,0,H,1,0,0.5,0.5,1,0.3333333333333333,0.5,0,0
1998,Jamaica,Croatia,1,3,A,-2,0,0.5,0.5,1,0.5,0.5,0,0
1998,Serbia,Iran,1,0,H,1,0,0.4242424242424242,0.0,1,0.8333333333333334,0.16666666666666666,0,0
1998,England,Tunisia,2,0,H,2,0,0.4390243902439024,0.3333333333333333,1,0.5,0.5,0,0
1998,Germany,United States,2,0,H,2,0,0.5753424657534246,0.2857142857142857,1,0.6666666666666666,0.3333333333333333,0,0
1998,Romania,Colombia,1,0,H,1,0,0.3529411764705882,0.2,1,0.8333333333333334,0.3333333333333333,0,1
1998,Brazil,Morocco,3,0,H,3,0,0.6756756756756757,0.0909090909090909,1,0.8333333333333334,0.16666666666666666,0,0
1998,Scotland,Norway,1,1,D,0,0,0.1904761904761904,0.2,1,0.3333333333333333,0.3333333333333333,0,0
1998,Chile,Austria,1,1,D,0,0,0.3181818181818182,0.4444444444444444,1,0.16666666666666666,0.5,0,1
1998,Italy,Cameroon,3,0,H,3,0,0.5645161290322581,0.25,1,0.6666666666666666,0.16666666666666666,0,0
1998,France,Saudi Arabia,4,0,H,4,1,0.4571428571428571,0.4,2,0.6666666666666666,0.3333333333333333,0,0
1998,South Africa,Denmark,1,1,D,0,0,0.0,0.8,1,0.3333333333333333,0.6666666666666666,0,0
1998,Nigeria,Bulgaria,1,0,H,1,0,0.6,0.125,1,0.6666666666666666,0.16666666666666666,1,0
1998,Spain,Paraguay,0,0,D,0,0,0.3947368421052631,0.25,1,0.3333333333333333,0.3333333333333333,0,0
1998,Belgium,Mexico,2,2,D,0,0,0.3,0.2352941176470588,1,0.16666666666666666,0.6666666666666666,2,0
1998,Japan,Croatia,0,1,A,-1,0,0.0,1.0,1,0.3333333333333333,0.6666666666666666,0,0
1998,Netherlands,South Korea,5,0,H,5,0,0.4230769230769231,0.0,2,0.5,0.16666666666666666,0,0
1998,Argentina,Jamaica,5,0,H,5,0,0.5094339622641509,0.0,2,0.3333333333333333,0.3333333333333333,0,0
1998,Germany,Serbia,2,2,D,0,0,0.581081081081081,0.4411764705882353,1,0.6666666666666666,0.8333333333333334,4,1
1998,United States,Iran,1,2,A,-1,0,0.2666666666666666,0.0,1,0.0,0.16666666666666666,0,0
1998,Colombia,Tunisia,1,0,H,1,0,0.1818181818181818,0.25,1,0.3333333333333333,0.16666666666666666,0,0
1998,Romania,England,2,1,H,1,0,0.3888888888888889,0.4523809523809524,1,0.8333333333333334,0.5,1,0
1998,Brazil,Norway,1,2,A,-1,0,0.68,0.1666666666666666,1,0.8333333333333334,0.5,0,0
1998,Chile,Cameroon,1,1,D,0,0,0.3043478260869565,0.2307692307692307,1,0.3333333333333333,0.16666666666666666,0,0
1998,Italy,Austria,2,1,H,1,0,0.5714285714285714,0.4285714285714285,1,0.6666666666666666,0.6666666666666666,2,1
1998,Scotland,Morocco,0,3,A,-3,0,0.1818181818181818,0.0833333333333333,1,0.16666666666666666,0.16666666666666666,0,0
1998,France,Denmark,2,1,H,1,1,0.4722222222222222,0.6666666666666666,1,1.0,0.5,0,0
1998,Nigeria,Paraguay,1,3,A,-2,0,0.6666666666666666,0.2307692307692307,1,0.6666666666666666,0.3333333333333333,0,0
1998,South Africa,Saudi Arabia,2,2,D,0,0,0.0,0.3333333333333333,1,0.3333333333333333,0.0,0,0
1998,Spain,Bulgaria,6,1,H,5,0,0.3846153846153846,0.12,2,0.16666666666666666,0.16666666666666666,0,0
1998,Belgium,South Korea,1,1,D,0,0,0.2903225806451613,0.0,1,0.3333333333333333,0.0,1,0
1998,Germany,Iran,2,0,H,2,0,0.5733333333333334,0.2,1,0.5,0.3333333333333333,0,0
1998,Netherlands,Mexico,2,2,D,0,0,0.4444444444444444,0.2285714285714285,1,0.5,0.6666666666666666,0,0
1998,United States,Serbia,0,1,A,-1,0,0.25,0.4285714285714285,1,0.0,0.6666666666666666,0,0
1998,Argentina,Croatia,1,0,H,1,0,0.5185185185185185,1.0,1,0.6666666666666666,0.8333333333333334,0,0
1998,Colombia,England,0,2,A,-2,0,0.25,0.4418604651162791,1,0.6666666666666666,0.3333333333333333,0,0
1998,Japan,Jamaica,1,2,A,-1,0,0.0,0.0,1,0.16666666666666666,0.16666666666666666,0,0
1998,Romania,Tunisia,1,1,D,0,0,0.4210526315789473,0.2,1,0.8333333333333334,0.16666666666666666,0,0
1998,Brazil,Chile,4,1,H,3,0,0.6710526315789473,0.2916666666666667,1,0.6666666666666666,0.5,0,1
1998,Italy,Norway,1,0,H,1,0,0.578125,0.2857142857142857,1,0.8333333333333334,0.6666666666666666,2,0
1998,France,Paraguay,1,0,H,1,1,0.4864864864864865,0.2857142857142857,1,1.0,0.6666666666666666,1,0
1998,Nigeria,Denmark,1,4,A,-3,0,0.5714285714285714,0.5714285714285714,1,0.6666666666666666,0.5,0,0
1998,Germany,Mexico,2,1,H,1,0,0.5789473684210527,0.2222222222222222,1,0.8333333333333334,0.6666666666666666,1,0
1998,Netherlands,Serbia,2,1,H,1,0,0.4285714285714285,0.4444444444444444,1,0.6666666666666666,0.8333333333333334,0,0
1998,Argentina,England,2,2,D,0,0,0.5272727272727272,0.4545454545454545,1,1.0,0.6666666666666666,2,1
1998,Romania,Croatia,0,1,A,-1,0,0.4,0.6666666666666666,1,0.8333333333333334,0.6666666666666666,0,0
1998,Brazil,Denmark,3,2,H,1,0,0.6753246753246753,0.625,1,0.6666666666666666,0.5,0,0
1998,France,Italy,0,0,D,0,1,0.5,0.5846153846153846,1,1.0,1.0,0,3
1998,Germany,Croatia,0,3,A,-3,0,0.5844155844155844,0.75,1,0.8333333333333334,0.6666666666666666,0,0
1998,Netherlands,Argentina,2,1,H,1,0,0.4482758620689655,0.5178571428571429,1,0.8333333333333334,0.8333333333333334,2,0
1998,Brazil,Netherlands,1,1,D,0,0,0.6794871794871795,0.4666666666666667,1,0.6666666666666666,0.8333333333333334,1,1
1998,France,Croatia,2,1,H,1,1,0.4871794871794871,0.8,1,0.8333333333333334,0.6666666666666666,0,0
1998,Netherlands,Croatia,1,2,A,-1,0,0.4516129032258064,0.6666666666666666,1,0.8333333333333334,0.6666666666666666,0,0
1998,France,Brazil,3,0,H,3,1,0.5,0.6708860759493671,1,0.8333333333333334,0.8333333333333334,1,0
2002,France,Senegal,0,1,A,-1,0,0.5121951219512195,0.5,1,0.8333333333333334,0.5,0,0
2002,Germany,Saudi Arabia,8,0,H,8,0,0.5769230769230769,0.2857142857142857,2,0.6666666666666666,0.16666666666666666,0,0
2002,Republic of Ireland,Cameroon,1,1,D,0,0,0.1111111111111111,0.2142857142857142,1,0.16666666666666666,0.3333333333333333,0,0
2002,Uruguay,Denmark,1,2,A,-1,0,0.4054054054054054,0.5555555555555556,1,0.3333333333333333,0.3333333333333333,1,0
2002,Argentina,Nigeria,1,0,H,1,0,0.5087719298245614,0.5,1,0.5,0.3333333333333333,1,0
2002,England,Sweden,1,1,D,0,0,0.4444444444444444,0.3684210526315789,1,0.5,0.5,0,0
2002,Paraguay,South Africa,2,2,D,0,0,0.2666666666666666,0.0,1,0.5,0.3333333333333333,0,0
2002,Spain,Slovenia,3,1,H,2,0,0.4,0.5,1,0.5,0.5,0,0
2002,Brazil,Turkey,2,1,H,1,0,0.6625,0.3333333333333333,1,0.5,0.3333333333333333,0,0
2002,Croatia,Mexico,0,1,A,-1,0,0.7142857142857143,0.2162162162162162,1,0.6666666666666666,0.3333333333333333,0,0
2002,Italy,Ecuador,2,0,H,2,0,0.5757575757575758,0.5,1,0.8333333333333334,0.5,0,0
2002,China PR,Costa Rica,0,2,A,-2,0,0.5,0.5,1,0.5,0.3333333333333333,0,0
2002,Japan,Belgium,2,2,D,0,1,0.0,0.28125,1,0.0,0.5,0,0
2002,South Korea,Poland,2,0,H,2,0,0.0,0.52,1,0.16666666666666666,0.3333333333333333,0,0
2002,Germany,Republic of Ireland,1,1,D,0,0,0.5822784810126582,0.1,1,0.6666666666666666,0.3333333333333333,0,0
2002,Russia,Tunisia,2,0,H,2,0,0.4705882352941176,0.1666666666666666,1,0.3333333333333333,0.16666666666666666,0,0
2002,United States,Portugal,3,2,H,1,0,0.2352941176470588,0.6666666666666666,1,0.0,0.3333333333333333,0,0
2002,Cameroon,Saudi Arabia,1,0,H,1,0,0.2,0.25,1,0.3333333333333333,0.16666666666666666,0,0
2002,Denmark,Senegal,1,1,D,0,0,0.6,1.0,1,0.6666666666666666,0.6666666666666666,0,0
2002,France,Uruguay,0,0,D,0,0,0.5,0.3947368421052631,1,0.6666666666666666,0.3333333333333333,0,1
2002,Argentina,England,0,1,A,-1,0,0.5172413793103449,0.4347826086956521,1,0.5,0.6666666666666666,2,1
2002,Spain,Paraguay,3,1,H,2,0,0.4146341463414634,0.25,1,0.8333333333333334,0.5,0,0
2002,Sweden,Nigeria,2,1,H,1,0,0.358974358974359,0.4444444444444444,1,0.5,0.0,0,0
2002,Brazil,China PR,4,0,H,4,0,0.6666666666666666,0.0,2,0.5,0.3333333333333333,0,0
2002,Italy,Croatia,1,2,A,-1,0,0.582089552238806,0.625,1,0.8333333333333334,0.3333333333333333,0,0
2002,South Africa,Slovenia,1,0,H,1,0,0.0,0.0,1,0.5,0.3333333333333333,0,0
2002,Costa Rica,Turkey,1,1,D,0,0,0.6,0.25,1,0.6666666666666666,0.3333333333333333,0,0
2002,Japan,Russia,1,0,H,1,1,0.0,0.4857142857142857,1,0.16666666666666666,0.6666666666666666,0,0
2002,Mexico,Ecuador,2,1,H,1,0,0.2368421052631578,0.0,1,0.5,0.3333333333333333,0,0
2002,South Korea,United States,1,1,D,0,0,0.0666666666666666,0.2777777777777778,1,0.5,0.3333333333333333,0,0
2002,Portugal,Poland,4,0,H,4,0,0.6,0.5,2,0.0,0.0,1,0
2002,Tunisia,Belgium,1,1,D,0,0,0.1428571428571428,0.2727272727272727,1,0.16666666666666666,0.5,0,0
2002,Cameroon,Germany,0,2,A,-2,0,0.25,0.575,1,0.6666666666666666,0.5,0,0
2002,Denmark,France,2,0,H,2,0,0.5454545454545454,0.4883720930232558,1,0.5,0.5,1,0
2002,Saudi Arabia,Republic of Ireland,0,3,A,-3,0,0.2222222222222222,0.0909090909090909,1,0.16666666666666666,0.3333333333333333,0,0
2002,Senegal,Uruguay,3,3,D,0,0,0.5,0.3846153846153846,1,0.6666666666666666,0.16666666666666666,0,0
2002,Nigeria,England,0,0,D,0,0,0.4,0.4468085106382978,1,0.0,0.6666666666666666,0,0
2002,Slovenia,Paraguay,1,3,A,-2,0,0.0,0.2352941176470588,1,0.16666666666666666,0.16666666666666666,0,0
2002,South Africa,Spain,2,3,A,-1,0,0.2,0.4285714285714285,1,0.6666666666666666,1.0,0,0
2002,Sweden,Argentina,1,1,D,0,0,0.375,0.5084745762711864,1,0.8333333333333334,0.3333333333333333,0,1
2002,Costa Rica,Brazil,2,5,A,-3,0,0.5,0.6707317073170732,1,0.5,0.6666666666666666,1,0
2002,Ecuador,Croatia,1,0,H,1,0,0.0,0.6666666666666666,1,0.16666666666666666,0.6666666666666666,0,0
2002,Mexico,Italy,1,1,D,0,0,0.2564102564102564,0.5735294117647058,1,0.6666666666666666,0.5,0,1
2002,Turkey,China PR,3,0,H,3,0,0.2,0.0,1,0.16666666666666666,0.16666666666666666,0,0
2002,Belgium,Russia,3,2,H,1,0,0.2647058823529412,0.4722222222222222,1,0.5,0.6666666666666666,0,3
2002,Japan,Tunisia,2,0,H,2,1,0.2,0.125,1,0.5,0.3333333333333333,0,0
2002,South Korea,Portugal,1,0,H,1,0,0.0625,0.6363636363636364,1,0.6666666666666666,0.3333333333333333,0,0
2002,Poland,United States,3,1,H,2,0,0.4814814814814814,0.2631578947368421,1,0.0,0.5,0,0
2002,Denmark,England,0,3,A,-3,0,0.5833333333333334,0.4375,1,0.8333333333333334,0.6666666666666666,0,0
2002,Germany,Paraguay,1,0,H,1,0,0.5802469135802469,0.2777777777777778,1,0.8333333333333334,0.5,0,0
2002,Spain,Republic of Ireland,1,1,D,0,0,0.4418604651162791,0.1666666666666666,1,1.0,0.6666666666666666,0,0
2002,Sweden,Senegal,1,2,A,-1,0,0.3658536585365853,0.3333333333333333,1,0.6666666666666666,0.6666666666666666,0,0
2002,Brazil,Belgium,2,0,H,2,0,0.6746987951807228,0.2857142857142857,1,1.0,0.6666666666666666,0,0
2002,Mexico,United States,0,2,A,-2,0,0.25,0.25,1,0.8333333333333334,0.5,0,0
2002,Japan,Turkey,0,1,A,-1,1,0.3333333333333333,0.3333333333333333,1,0.8333333333333334,0.5,0,0
2002,South Korea,Italy,2,1,H,1,0,0.1176470588235294,0.5652173913043478,1,0.8333333333333334,0.5,0,1
2002,England,Brazil,1,2,A,-1,0,0.4489795918367347,0.6785714285714286,1,0.8333333333333334,1.0,2,0
2002,Germany,United States,1,0,H,1,0,0.5853658536585366,0.2857142857142857,1,0.8333333333333334,0.5,1,0
2002,South Korea,Spain,0,0,D,0,0,0.1666666666666666,0.4318181818181818,1,0.8333333333333334,0.8333333333333334,0,1
2002,Senegal,Turkey,0,1,A,-1,0,0.5,0.4285714285714285,1,0.6666666666666666,0.8333333333333334,0,0
2002,South Korea,Germany,0,1,A,-1,0,0.1578947368421052,0.5903614457831325,1,0.8333333333333334,1.0,1,0
2002,Brazil,Turkey,1,0,H,1,0,0.6823529411764706,0.5,1,1.0,1.0,1,0
2002,South Korea,Turkey,2,3,A,-1,0,0.15,0.4444444444444444,1,0.5,0.6666666666666666,0,1
2002,Germany,Brazil,0,2,A,-2,0,0.5952380952380952,0.686046511627907,1,1.0,1.0,0,0
2006,Germany,Costa Rica,4,2,H,2,1,0.5882352941176471,0.4285714285714285,1,0.6666666666666666,0.5,0,0
2006,Poland,Ecuador,0,2,A,-2,0,0.5,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0,0
2006,Argentina,Ivory Coast,2,1,H,1,0,0.5,0.5,1,0.5,0.5,0,0
2006,England,Paraguay,1,0,H,1,0,0.44,0.2631578947368421,1,0.5,0.3333333333333333,1,0
2006,Trinidad and Tobago,Sweden,0,0,D,0,0,0.5,0.3571428571428571,1,0.5,0.5,0,0
2006,Angola,Portugal,0,1,A,-1,0,0.5,0.5833333333333334,1,0.5,0.3333333333333333,0,0
2006,Mexico,Iran,3,1,H,2,0,0.2439024390243902,0.1666666666666666,1,0.5,0.3333333333333333,0,0
2006,Serbia,Netherlands,0,1,A,-1,0,0.4324324324324324,0.4375,1,0.5,0.5,1,0
2006,Australia,Japan,3,1,H,2,0,0.0,0.2857142857142857,1,0.16666666666666666,0.6666666666666666,0,0
2006,Italy,Ghana,2,0,H,2,0,0.5571428571428572,0.5,1,0.16666666666666666,0.5,0,0
2006,United States,Czech Republic,0,3,A,-3,0,0.2727272727272727,0.3666666666666666,1,0.3333333333333333,0.3333333333333333,0,1
2006,Brazil,Croatia,1,0,H,1,0,0.6896551724137931,0.6,1,1.0,0.3333333333333333,0,0
2006,France,Switzerland,0,0,D,0,0,0.4772727272727273,0.2727272727272727,1,0.16666666666666666,0.3333333333333333,0,0
2006,South Korea,Togo,2,1,H,1,0,0.1428571428571428,0.5,1,0.16666666666666666,0.5,0,0
2006,Germany,Poland,1,0,H,1,1,0.5930232558139535,0.4827586206896552,1,0.6666666666666666,0.3333333333333333,1,0
2006,Spain,Ukraine,4,0,H,4,0,0.4222222222222222,0.5,2,0.6666666666666666,0.5,0,0
2006,Tunisia,Saudi Arabia,2,2,D,0,0,0.1111111111111111,0.2,1,0.16666666666666666,0.0,0,0
2006,Ecuador,Costa Rica,3,0,H,3,0,0.5,0.375,1,0.6666666666666666,0.16666666666666666,0,0
2006,England,Trinidad and Tobago,2,0,H,2,0,0.4509803921568627,0.0,1,0.6666666666666666,0.5,0,0
2006,Sweden,Paraguay,1,0,H,1,0,0.3488372093023256,0.25,1,0.3333333333333333,0.3333333333333333,0,0
2006,Argentina,Serbia,6,0,H,6,0,0.5081967213114754,0.4210526315789473,2,0.5,0.3333333333333333,0,0
2006,Mexico,Angola,0,0,D,0,0,0.2619047619047619,0.0,1,0.5,0.3333333333333333,0,0
2006,Netherlands,Ivory Coast,2,1,H,1,0,0.4545454545454545,0.0,1,0.5,0.3333333333333333,0,0
2006,Czech Republic,Ghana,0,2,A,-2,0,0.3870967741935484,0.0,1,0.6666666666666666,0.3333333333333333,0,0
2006,Italy,United States,1,1,D,0,0,0.5633802816901409,0.2608695652173913,1,0.5,0.3333333333333333,2,0
2006,Portugal,Iran,2,0,H,2,0,0.6153846153846154,0.1428571428571428,1,0.6666666666666666,0.3333333333333333,0,0
2006,Brazil,Australia,2,0,H,2,0,0.6931818181818182,0.25,1,1.0,0.5,0,0
2006,France,South Korea,1,1,D,0,0,0.4666666666666667,0.1818181818181818,1,0.3333333333333333,0.3333333333333333,0,0
2006,Japan,Croatia,0,0,D,0,0,0.25,0.5454545454545454,1,0.3333333333333333,0.3333333333333333,0,1
2006,Saudi Arabia,Ukraine,0,4,A,-4,0,0.1818181818181818,0.0,2,0.16666666666666666,0.3333333333333333,0,0
2006,Spain,Tunisia,3,1,H,2,0,0.4347826086956521,0.1,1,0.6666666666666666,0.3333333333333333,0,0
2006,Togo,Switzerland,0,2,A,-2,0,0.0,0.2608695652173913,1,0.3333333333333333,0.16666666666666666,0,0
2006,Costa Rica,Poland,1,2,A,-1,0,0.3333333333333333,0.4666666666666667,1,0.0,0.3333333333333333,0,0
2006,Germany,Ecuador,3,0,H,3,1,0.5977011494252874,0.6,1,0.6666666666666666,1.0,0,0
2006,Paraguay,Trinidad and Tobago,2,0,H,2,0,0.238095238095238,0.0,1,0.0,0.3333333333333333,0,0
2006,Sweden,England,2,2,D,0,0,0.3636363636363636,0.4615384615384615,1,0.5,0.6666666666666666,0,0
2006,Iran,Angola,1,1,D,0,0,0.125,0.0,1,0.0,0.3333333333333333,0,0
2006,Ivory Coast,Serbia,3,2,H,1,0,0.0,0.4102564102564102,1,0.16666666666666666,0.0,0,0
2006,Netherlands,Argentina,0,0,D,0,0,0.4705882352941176,0.5161290322580645,1,0.6666666666666666,0.8333333333333334,3,0
2006,Portugal,Mexico,2,1,H,1,0,0.6428571428571429,0.2558139534883721,1,0.6666666666666666,0.5,0,0
2006,Croatia,Australia,2,2,D,0,0,0.5,0.2,1,0.16666666666666666,0.5,0,0
2006,Czech Republic,Italy,0,2,A,-2,0,0.375,0.5555555555555556,1,0.3333333333333333,0.5,2,0
2006,Ghana,United States,2,1,H,1,0,0.5,0.25,1,0.5,0.16666666666666666,0,0
2006,Japan,Brazil,1,4,A,-3,0,0.2222222222222222,0.6966292134831461,1,0.16666666666666666,1.0,0,0
2006,Saudi Arabia,Spain,0,1,A,-1,0,0.1666666666666666,0.4468085106382978,1,0.16666666666666666,0.8333333333333334,0,0
2006,Switzerland,South Korea,2,0,H,2,0,0.2916666666666667,0.1739130434782608,1,0.5,0.5,0,0
2006,Togo,France,0,2,A,-2,0,0.0,0.4565217391304347,1,0.16666666666666666,0.3333333333333333,0,0
2006,Ukraine,Tunisia,1,0,H,1,0,0.5,0.0909090909090909,1,0.5,0.16666666666666666,0,0
2006,Argentina,Mexico,2,1,H,1,0,0.5079365079365079,0.25,1,0.8333333333333334,0.5,1,0
2006,Germany,Sweden,2,0,H,2,1,0.6022727272727273,0.3555555555555555,1,1.0,0.6666666666666666,3,0
2006,England,Ecuador,1,0,H,1,0,0.4528301886792453,0.5,1,0.8333333333333334,0.6666666666666666,0,0
2006,Portugal,Netherlands,1,0,H,1,0,0.6666666666666666,0.4571428571428571,1,1.0,0.8333333333333334,0,0
2006,Italy,Australia,1,0,H,1,0,0.5616438356164384,0.1666666666666666,1,0.8333333333333334,0.5,0,0
2006,Switzerland,Ukraine,0,0,D,0,0,0.32,0.6666666666666666,1,0.8333333333333334,0.6666666666666666,0,0
2006,Brazil,Ghana,3,0,H,3,0,0.7,0.6666666666666666,1,1.0,0.6666666666666666,0,0
2006,Spain,France,1,3,A,-2,0,0.4583333333333333,0.4680851063829787,1,1.0,0.6666666666666666,0,0
2006,Germany,Argentina,1,1,D,0,1,0.6067415730337079,0.515625,1,1.0,0.8333333333333334,2,1
2006,Italy,Ukraine,3,0,H,3,0,0.5675675675675675,0.5,1,0.8333333333333334,0.8333333333333334,0,0
2006,Brazil,France,0,1,A,-1,0,0.7032967032967034,0.4791666666666667,1,1.0,0.8333333333333334,2,0
2006,England,Portugal,0,0,D,0,0,0.4629629629629629,0.6875,1,0.8333333333333334,1.0,2,0
2006,Germany,Italy,0,2,A,-2,1,0.6,0.5733333333333334,1,0.8333333333333334,1.0,1,1
2006,Portugal,France,0,1,A,-1,0,0.6470588235294118,0.4897959183673469,1,0.8333333333333334,1.0,0,0
2006,Germany,Portugal,3,1,H,2,1,0.5934065934065934,0.6111111111111112,1,0.5,0.5,0,0
2006,Italy,France,1,1,D,0,0,0.5789473684210527,0.5,1,1.0,1.0,0,3
2010,South Africa,Mexico,1,1,D,0,1,0.1666666666666666,0.2444444444444444,1,0.5,0.16666666666666666,0,0
2010,Uruguay,France,0,0,D,0,0,0.375,0.4901960784313725,1,0.3333333333333333,0.8333333333333334,0,1
2010,Argentina,Nigeria,1,0,H,1,0,0.5076923076923077,0.3636363636363636,1,0.6666666666666666,0.16666666666666666,2,0
2010,England,United States,1,1,D,0,0,0.4545454545454545,0.24,1,0.6666666666666666,0.16666666666666666,0,1
2010,South Korea,Greece,2,0,H,2,0,0.1666666666666666,0.0,1,0.5,0.0,0,0
2010,Algeria,Slovenia,0,1,A,-1,0,0.3333333333333333,0.0,1,0.16666666666666666,0.0,0,0
2010,Germany,Australia,4,0,H,4,0,0.5978260869565217,0.1428571428571428,2,0.5,0.16666666666666666,1,0
2010,Serbia,Ghana,0,1,A,-1,0,0.4,0.5,1,0.0,0.6666666666666666,0,0
2010,Italy,Paraguay,1,1,D,0,0,0.5714285714285714,0.2727272727272727,1,0.8333333333333334,0.3333333333333333,1,0
2010,Japan,Cameroon,1,0,H,1,0,0.2,0.2352941176470588,1,0.16666666666666666,0.5,0,0
2010,Netherlands,Denmark,2,0,H,2,0,0.4444444444444444,0.5384615384615384,1,0.5,0.5,0,0
2010,Brazil,North Korea,2,1,H,1,0,0.6956521739130435,0.25,1,0.6666666666666666,0.5,0,0
2010,Ivory Coast,Portugal,0,0,D,0,0,0.3333333333333333,0.5789473684210527,1,0.3333333333333333,0.16666666666666666,0,0
2010,New Zealand,Slovakia,1,1,D,0,0,0.0,0.5,1,0.0,0.5,0,0
